TL_BASED_ISE,USD_BASED_ISE,SP,DAX,FTSE,NIKKEI,BOVESPA,EU,EM,MACD Line,Signal Line,Buy/Hold/Sell
0.035753708,0.038376187,-0.004679315,0.002193419,0.003894376,0.0,0.031190229,0.012698039,0.028524462,0.0,0.0,0
0.025425873,0.031812743,0.007786738,0.008455341,0.012865611,0.004162452,0.01891958,0.011340652,0.008772644,-0.00023171424679487018,-0.0001287301371082612,1
-0.02886173,-0.026352966,-0.030469134,-0.017833062,-0.028734593,0.017292932,-0.035898576,-0.017072795,-0.020015412,-0.0019787052632805864,-0.0008869166642280664,1
-0.062208079,-0.084715902,0.003391364,-0.011726277,-0.000465999,-0.040061309,0.028283152,-0.005560959,-0.019423778,-0.003928735212316131,-0.0019173430016562723,1
0.009859905,0.009658112,-0.021533208,-0.019872754,-0.012709717,-0.004473502,-0.00976388,-0.010988634,-0.007802212,-0.002037891610891812,-0.001953203487506921,1
-0.029191028,-0.042361155,-0.022822626,-0.013525735,-0.005025533,-0.049038532,-0.053849474,-0.012451259,-0.022629745,-0.0025327733504558712,-0.0021102991438271108,1
0.015445348,-0.000272183,0.001756552,-0.017673622,-0.006141454,0.0,0.00357202,-0.012220196,-0.004827138,-0.0007844166409255423,-0.0017747536536692416,2
-0.041167612,-0.03555248,-0.034032484,-0.047383437,-0.050945198,0.002912354,-0.040301613,-0.045220199,-0.008676646,-0.0022919789567839664,-0.0018990526204316909,1
0.000661905,-0.017267844,0.001328305,-0.019550621,-0.014334659,-0.050447588,0.030313602,-0.012070424,-0.023428729,-0.0012257494757263784,-0.0017435162537306384,2
0.022037345,0.032278032,0.007533126,0.00679078,0.006289177,0.025453186,0.004866686,0.008560858,0.010916893,0.000649473268001321,-0.0012073476880115823,2
-0.022692465,-0.044348781,-0.054261984,-0.011549904,-0.009351296,0.003238918,-0.013151015,-0.012045182,-0.004029004,-0.00038757553936038126,-0.0010279862260123534,2
-0.013708704,-0.029661366,0.0,-0.017833593,-0.004170789,-0.023411498,-0.040899261,-0.015088013,-0.024107193,-0.0006491282518995851,-0.0009466234218628738,2
0.000864697,0.00152943,0.042572033,0.005011186,-0.007728867,-0.020561328,0.033532127,-0.003338563,-0.005092242,-1.1267124036586258e-05,-0.0007486695321208756,2
-0.00381506,0.005043164,-0.015278458,-0.009841399,-0.001898399,0.018817884,-0.016981713,-0.00655222,-0.003227249,0.00019510596749125128,-0.0005512309934362565,2
0.00566126,-0.010007954,0.005363236,-0.009640052,7.4e-05,-0.038808465,0.006261036,-0.003620056,-0.008077319,0.0009105930481847369,-0.0002482043841376796,2
0.046831302,0.061708176,0.005537856,0.034786791,0.037891115,-0.008181598,0.009838156,0.032799581,0.010319685,0.003939004514255913,0.0006134919922896941,2
-0.006634978,0.01094866,0.010866312,-0.000797661,-0.003474788,0.048148148,0.00492178,-0.002641806,0.006344498,0.002890970934870936,0.00107948091857994,2
0.034566982,0.03587086,0.033006834,0.044182012,0.023747818,0.005594001,0.038724652,0.0299742,0.022104103,0.00465063436762355,0.001806814077767426,2
-0.020528213,-0.020271848,-0.033681051,-0.020255911,-0.02477352,0.017723189,-0.014750158,-0.023108586,0.000408697,0.0024120945140060305,0.001929640277096847,2
-0.008776701,-0.023458255,-0.02305281,-0.020478765,-0.009712656,-0.031665977,-0.00853829,-0.007201303,0.002242539,0.001423653453552504,0.0018272625778777598,1
-0.025919141,-0.035607494,-0.000532907,-0.015636734,-0.017454317,-0.015133862,-0.016289303,-0.019739294,-0.019091385,-0.000491237615892961,0.0013592458466924206,1
0.015279487,0.022402818,0.01570993,0.02404002,0.021038593,-0.006174742,0.027573706,0.017862274,0.012718686,0.0007955373270273373,0.001245666071944716,1
0.018577796,0.023230767,-0.007517662,0.026576513,0.015274749,0.026908324,0.009564898,0.018769962,0.015165589,0.0020081413385042057,0.0013990666423970605,2
-0.014132879,-0.014571381,0.016233194,0.003931905,7.09e-05,-0.011169331,0.024127811,-0.004139094,0.002072505,0.0006774838908851619,0.0012540653428175742,1
0.036607044,0.042758926,0.026540681,0.029305918,0.014787613,0.015845566,0.039282461,0.019126668,0.032338114,0.003161459396862684,0.0016369908051214932,2
0.011353209,0.021467637,0.001484047,0.004766184,0.003651379,-0.013410689,-0.015461796,0.005627159,0.007895394,0.0032848224360000865,0.0019675562039113826,2
-0.040542021,-0.043906874,-0.05036862,-0.035170147,-0.022182186,-0.002901673,-0.021439596,-0.024387753,-0.002139095,-0.0003358860800011913,0.0015057511710732158,1
-0.022105644,-0.033893469,0.007923456,0.005434056,0.005019306,-0.030744916,-0.008799248,0.001097418,-0.007925997,-0.0018368599128487672,0.0008359333381726083,1
-0.014888368,-0.020825038,0.001737641,-0.027420558,-0.007609828,0.0,-0.008482232,-0.014092175,-0.014772748,-0.0024663387387721778,0.00017445533515234466,1
0.007026745,0.009709195,-0.010048038,0.001321853,-0.003002934,0.009563024,0.028550768,0.003031933,0.017764444,-0.001337428477491259,-0.00012829621564306137,1
-0.011494996,-0.024629091,-0.046629446,-0.045613986,-0.013166304,-0.003764436,0.003999287,-0.012721713,-0.006850441,-0.0017948496920684367,-0.0004619373330865645,1
-0.041136038,-0.050687495,0.0,0.0,-0.024655731,-0.013596231,-0.0488296,-0.030934994,-0.038322771,-0.004313376260113106,-0.0012328358872511862,1
-0.002631499,-0.012101138,-0.000950817,-0.002764335,-0.006790311,-0.014634038,-0.004351059,-0.003303102,-0.003342261,-0.003380756337072354,-0.001662692431168374,1
0.024654643,0.032923209,-0.012096922,0.002434631,0.002890896,0.003075786,0.001410509,0.00256948,0.006764498,-0.000580802258175292,-0.0014462046242103847,2
-0.03584061,-0.04977568,-0.011478573,-0.048746751,-0.032706045,-0.018869228,-0.025879448,-0.037924005,-0.027294442,-0.002912142434412318,-0.0017395111655189764,1
0.017303168,0.029566248,-0.035315356,-0.019673359,-0.009922818,-0.00543789,-0.012554261,-0.012159595,0.00967787,-0.000705806499855354,-0.0015327031193382204,2
0.001725406,-0.004151655,0.039320053,-0.010393087,-0.00894738,-0.01469498,0.0,-0.009447032,-0.011881112,-0.00014812493049369763,-0.001255715571490589,2
0.004975853,0.010197804,-0.010715038,-0.012797967,0.008505804,0.026160742,0.0,-0.000994183,0.006099364,0.0005364741279084376,-0.0008972031714984547,2
0.000671759,-0.000812008,-0.015905668,0.024757229,0.0171552,-0.000441044,-0.001361043,0.020902648,-0.002331164,0.0007384375157246108,-0.0005700206715365066,2
-0.005891895,-0.009518451,-0.023846498,-0.025399626,-0.022077662,0.014706431,7.86e-05,-0.018261438,-0.006150131,0.0003866364255318191,-0.0003786638164339427,2
-0.013689039,-0.031323951,-0.047741863,-0.035395107,-0.054815959,-0.038832861,-0.052364888,-0.048816774,-0.035364882,-0.0004907421837870487,-0.00040108187380132103,1
0.002192959,0.004122949,-0.006427392,-0.005229183,-0.031860804,-0.006951158,0.006409661,-0.020299096,0.001290307,4.8811624786856966e-05,-0.0003110955188912256,2
0.007913215,0.00272274,0.02347539,0.052829213,0.037389099,0.008434917,0.051674378,0.03654846,0.030311506,0.0009116020168734836,-6.653936810911716e-05,2
-0.03852223,-0.043381574,-0.043463291,-0.051537616,-0.032333707,0.019360241,-0.027268058,-0.037465203,-0.008671838,-0.0020116741645631823,-0.0004555875091954973,1
0.007958798,-0.019234871,0.001215289,-0.007900176,0.00022661,-0.035657548,-0.007089752,-0.01117204,-0.002097647,-0.0006772586172575567,-0.0004999236619197159,1
-0.007133473,-0.016436982,-0.010074281,0.006963461,0.003308312,-0.012212678,-0.009858434,-0.000177944,-0.005558364,-0.0007961584336345874,-0.0005591726807896793,1
0.011234009,0.021882653,0.06171871,0.051456064,0.047628049,-0.00439149,0.054398075,0.050459269,0.024909954,0.0005485993956320474,-0.0003376120892974629,2
-0.001410361,0.024432446,0.002442817,0.006952911,-0.005776774,0.044514005,0.000257732,0.003950464,0.01281572,0.0006100611196591969,-0.00014807322064811602,2
0.010974424,0.002741911,0.039921068,0.010703606,0.004942016,-0.024409814,0.008902402,0.009801191,0.005419475,0.001618089351374447,0.0002051655957474675,2
0.003213253,0.034066676,0.007709238,-0.000662468,0.011144266,0.05026001,-0.003505319,0.006193885,0.018689238,0.0017822129789102016,0.000520579574118743,2
0.000214245,0.005609476,-0.003522156,0.022741267,0.028960896,0.017661194,-0.01051258,0.026677664,0.010253879,0.0016555357508925526,0.0007475734012848336,2
-0.00711875,-0.013630133,0.031634285,-0.014135646,-0.001787311,0.031303344,0.023145507,-0.005683706,0.002688691,0.0009623513855370454,0.0007905293905118297,2
0.001891803,-0.000881369,0.020643416,0.00214176,-0.013599614,0.002894238,0.015844054,-0.004204775,0.006012506,0.0011158952849489893,0.0008556030449255238,2
0.019874248,0.030888693,-0.013064131,0.011726823,0.003122584,-0.003293103,0.007717639,0.00702835,0.009847274,0.0026370432945657793,0.0012118931777280247,2
0.002918699,-0.000951721,-0.019967428,0.006232608,0.006788715,0.033362642,-0.009363155,0.003375003,-0.006654352,0.0024641110455020988,0.0014623379225641342,2
0.035968063,0.051330657,0.06836638,0.026109079,0.028196899,0.0,0.057290099,0.028379434,0.044121571,0.004904026768394424,0.002150678267117176,2
0.003298424,0.011893995,-0.020626376,0.002628016,-0.010503256,0.032662479,-0.022952804,-0.003923899,0.002296045,0.004183315683460585,0.002557206967189413,2
0.021165071,0.014858013,0.00958032,0.008543981,-0.002867459,-0.000979474,0.007757469,0.007125859,0.008309652,0.00498099675427982,0.003041966085374974,2
-0.004968387,0.00054608,0.023052626,0.008506817,0.006363832,0.018268453,0.018723588,0.004564397,0.016417645,0.0034849555390283698,0.003130564145825819,2
0.011247875,0.006408036,-0.020524738,-0.013191856,-0.006722843,-0.001084381,-0.016143127,-0.013192092,-0.006730861,0.003554959352479241,0.003215443317233455,2
-0.021780194,-0.040576634,-0.035439358,-0.052331177,-0.035504525,-0.04636884,-0.030380243,-0.039575426,-0.038564463,0.0009569011316593258,0.0027637343263250177,1
0.024406595,0.036216524,0.013044212,0.023664745,0.04245663,-0.015484589,0.006692924,0.033905256,0.007834221,0.002566120031450355,0.0027242114285861395,1
0.006913411,0.019586989,0.016421016,0.011273478,0.00748573,0.029450342,0.025332468,0.013131002,0.015339491,0.002412196550908104,0.0026618084040867657,1
0.031401768,0.052522395,0.028322241,0.058950531,0.041933723,0.043103753,0.041073535,0.046299865,0.038506193,0.004204402328686453,0.002970327382667205,2
-0.005247358,0.010895898,0.009684728,0.000700361,-0.023374088,0.003441406,0.014865185,-0.013565922,0.004311521,0.0026551540700618234,0.0029072926884921133,1
0.000735712,0.018613487,-0.008367252,-0.008055179,-0.009023892,0.012277689,-0.005058842,-0.00663938,0.004191931,0.0018856872916880492,0.002702971527048439,1
-0.010297613,-0.035028186,-0.024143678,-0.006298227,-0.015901395,-0.002835377,-0.007773473,-0.010973461,-0.005565862,0.0003859272480382131,0.002239562522312482,1
0.047238893,0.046046123,0.011714575,0.008160941,-0.001272913,-0.027295924,0.008113036,0.00457624,-0.007501084,0.0037736271014983678,0.0025463755170343754,2
0.03177774,0.05155751,0.037347061,0.030107235,0.014717304,0.036672343,0.030251635,0.020350247,0.027695855,0.005156900993057843,0.00306848071962988,2
0.010170736,0.014648571,0.002530186,0.0,0.001329537,0.005374682,0.009898367,0.0,0.005385996,0.004465483758923633,0.003347881373464136,2
-0.013661316,-0.018458136,0.0,0.0,0.0,-0.004436367,0.0,0.0,0.005879636,0.0019792336136201837,0.0030741517854614825,1
-0.010111415,-0.009219812,-0.02026854,0.014564593,0.0,-0.009202462,-0.012558966,0.010410568,0.007414113,0.0002909943610756279,0.002517520241964168,1
0.0057888,-0.007271922,0.012470933,-0.001585629,-0.005177582,-0.011341193,-0.003197674,-0.00569206,0.00271128,0.0002291545495669298,0.0020598470649258317,1
0.041454961,0.037113921,0.015419321,0.013029635,0.021094357,0.001405858,0.016473899,0.019679181,0.00243869,0.0030143680532396314,0.0022507512754555096,2
-0.002617982,-0.006440886,0.004957068,0.014511955,0.009771985,0.017247937,-0.005381101,0.015000818,-0.005525922,0.0016564442391211248,0.0021318898617796373,1
-0.030954776,-0.043561684,-0.043732255,-0.04159436,-0.025212563,0.001925716,-0.02982119,-0.033145055,-0.008357848,-0.0016807334305253122,0.001369365170426448,1
0.004548211,-0.013976351,0.021029382,0.003411245,-0.000852301,-0.024203839,0.010188062,0.000107111,-0.007276574,-0.00145096098434012,0.0008052999200079579,1
0.009655946,0.017986713,-0.007711286,0.02040297,0.01077559,0.001831566,0.0,0.014246565,-0.000966672,-0.0008478850164836604,0.00047466292358174357,1
0.024517037,0.041463716,0.026531285,0.017241174,0.030613015,-0.002215049,0.041114235,0.019732664,0.022915147,0.000817242487805547,0.0005431788379397184,2
-0.004162916,-0.00776554,-0.010117621,0.004216312,0.002643279,0.002105043,-0.020564056,0.001193826,-0.01873672,-0.00017087609508640265,0.0004003678488112425,1
-0.012367953,-0.021244475,-0.002744255,-0.018631963,-0.017087813,-0.027013084,2.18e-05,-0.016191973,-0.013223984,-0.001596416398674407,1.0109936692927491e-06,1
0.05198032,0.073005406,0.021379806,0.020864204,0.022496725,0.038624986,0.030223262,0.021224456,0.025812429,0.002429462044543241,0.00048670120933618025,2
0.029022746,0.040498015,-0.0009505,0.013698743,0.012830266,0.0,0.001333094,0.013364378,0.016444765,0.0037273707121777185,0.0011348351157676737,2
0.016261076,0.015619342,0.038689132,0.027504086,0.021724277,0.061229315,0.06379152,0.015641377,0.047804531,0.003685192275622683,0.0016449065514300653,2
0.025882269,0.042492156,-0.003798927,-0.010131828,0.0,0.0,0.005243643,0.004722386,0.004035826,0.004376615838587495,0.0021912484120246547,2
0.021061108,0.015539992,0.017254573,0.005687449,0.013648963,0.0,0.016228371,0.012728662,0.011737376,0.004484317661336912,0.00264986226401126,2
-0.026273031,-0.01169267,-0.013290323,-0.015820981,0.000500273,0.0,-0.028380057,-0.005234116,-0.00246741,0.0007459792592588756,0.002269085661649874,1
-0.001123867,-0.005918252,0.02378394,0.022598204,0.014310465,0.005008903,0.026378015,0.016838852,0.010330863,-0.00018731248165713976,0.0017778060315321823,1
-0.018541411,-0.018413175,-0.0217472,-0.009608685,-0.005979158,0.002028086,-0.008205415,-0.011834648,-0.005579355,-0.0023044452337082372,0.0009613557765479505,1
0.025756738,0.020467942,-0.000979319,-0.00263347,-0.002257083,-0.016359317,-0.012833092,-0.004118204,-0.002245018,-0.0004063484180805337,0.0006878149371033091,1
-0.006508992,-0.000703323,-0.027263206,-0.026405979,-0.021492451,0.004493787,-0.033274117,-0.02444295,-0.010673606,-0.001486352286863865,0.00025298149164992335,1
0.008070571,-0.008364512,0.010298404,0.002294509,0.007177395,-0.026773548,0.015633439,0.004393536,-0.011305019,-0.001153426815848571,-2.8300170191298686e-05,1
0.011703446,0.019054811,-0.011475674,-0.000204728,-0.003329242,0.018660853,-0.00891802,0.002504001,0.008160491,-0.0005898519542630919,-0.00014061052711474822,1
0.00540756,0.008294571,0.029936576,0.023873177,0.022378302,-0.024731766,0.048899958,0.021345107,0.027348038,-0.0006434852710542399,-0.00024118547598080004,1
0.042840743,0.06128487,-0.006882962,0.037812995,0.004913133,0.033288664,-0.004245051,0.01755585,0.023405287,0.0023060988223199755,0.0002682713839960609,2
-0.011999815,-0.012065934,-0.01689961,-0.027823812,-0.027889576,-0.008650804,-0.022856559,-0.020868958,-0.017031881,0.00021849407242753062,0.0002583159216774038,1
0.008430531,0.008559532,-0.001498313,0.003682503,0.004546089,-0.004147121,0.009557472,-0.000809664,0.00213008,0.0002093318360337007,0.0002485191045447654,1
0.011166484,0.002812079,0.025962189,-6.1e-05,0.010573187,0.013050445,0.0048923,0.00163058,0.000841483,0.00041791292947460437,0.00028239786954151636,2
-0.015572642,-0.022049112,0.0,0.013560317,0.0,-0.003879345,0.019970076,0.00693029,-0.005331499,-0.001555495749029072,-8.518085426619764e-05,1
0.008801231,0.006089365,-0.019153403,0.003038143,0.001019495,0.013649584,-0.000945645,0.003596128,0.016360679,-0.0011403438547331422,-0.0002962134544025746,1
-0.004209168,-0.00946971,0.015301234,-0.013668905,-0.006520009,0.001336146,0.023829502,-0.009320093,0.008582894,-0.0018395487153304241,-0.0006048805066384456,1
-0.000514681,0.01745131,0.013483449,0.001608313,0.006904881,0.007495599,0.002955602,0.002727525,0.007760751,-0.002071781216726544,-0.0008982606486943131,1
0.028131284,0.036775968,0.025489965,0.040019701,0.019789756,0.016172017,0.023922986,0.022988538,0.029978301,5.426470255449033e-05,-0.0007077555784246835,2
-0.007792426,-0.010423561,0.001981342,0.000291641,-0.006501047,0.00274068,-0.008959741,0.000450926,-0.006630541,-0.0011454747492732724,-0.0007952994126017056,1
-0.022362446,-0.020392771,-0.013834487,-0.01755778,-0.0211285,0.003842444,-0.036068649,-0.019199926,-0.013026704,-0.003234330414626613,-0.001283105613039248,1
-0.019171953,-0.026503017,0.011418207,0.002029779,0.000798148,-0.007491806,0.026093133,0.001198657,-0.001283652,-0.004579587949894572,-0.001942402080445519,1
0.013947094,0.014207147,-0.002517863,0.002411795,0.011716184,0.010192006,-0.002303264,0.006255363,0.007195201,-0.002940045691784393,-0.0021419308027218176,1
-0.032005875,-0.043297074,-0.001011052,-0.014344978,-0.00755335,0.009944239,0.005403347,-0.010088166,-0.010536916,-0.005286929611947128,-0.002770930564588376,1
0.004478365,0.006670686,0.003497083,-0.001371646,-9.08e-05,-0.008020417,-0.008858814,0.002247523,-0.005148888,-0.004155590233802735,-0.0030478624984388194,1
0.017089104,0.02671333,-0.003486435,0.010612059,0.00723854,0.020697148,0.004766918,0.009563579,0.019623396,-0.0022160686662882267,-0.002881503732005062,2
0.00967985,0.006414361,0.006093308,0.011041178,0.005641288,-0.001017383,0.002748462,0.007607936,0.002888594,-0.0012621935727002867,-0.0025576417001384397,2
0.002670961,0.008682443,0.001396013,-0.007472152,-0.004469959,0.015359336,0.0,-0.003360153,-0.002180222,-0.0010594927243981309,-0.0022580119049861835,2
-0.003623787,-0.010935365,-0.024055536,-0.036010872,-0.026461398,-0.009531439,-0.028867828,-0.026607747,-0.021109333,-0.0013906747363148268,-0.0020845444712499694,2
-0.004441286,-0.004115531,-0.012801901,0.000159498,0.000600837,-0.028981619,-0.016040638,-0.001898177,-0.009452694,-0.001699503042251071,-0.0020075361854495,2
0.001688065,-0.002397706,-0.00138258,-0.018727781,-0.011641683,0.008979463,-0.003129526,-0.017037019,-0.013276347,-0.0014332081385458537,-0.0018926705760679474,2
0.031866012,0.024440981,0.008375844,0.007782173,0.000560787,-0.014032772,-0.002805326,0.006532695,-0.009827668,0.0011988212726043376,-0.0012743722063299455,2
0.002917994,0.009371344,0.003109374,0.00040922,0.015069604,0.008470044,0.009210347,0.010530485,0.007504972,0.0009383073450428851,-0.0008318362960533494,2
-0.011589253,-0.014240564,-0.031078361,-0.030645878,-0.026085699,0.00408005,-0.037260554,-0.028450775,-0.011895017,-0.00043364287986708255,-0.0007521976128158039,2
-0.014168795,-0.024762184,0.002304071,0.002925363,-0.00094518,-0.028559096,0.006424415,-0.000397087,-0.014676581,-0.0017093447096186722,-0.0009436270321769395,1
0.024046363,0.032322169,0.006503219,0.027007371,0.011751017,0.00425394,-0.002854675,0.021006006,0.016991546,0.0003588815067142874,-0.0006831253243980823,2
0.015786402,0.020041017,0.021217576,-0.007357423,-0.006422449,0.021228049,0.036431633,-0.006491876,0.013359036,0.0013163360056029569,-0.0002832330583971232,2
0.011719598,0.02094488,-0.001478936,-0.005030798,-0.00273147,0.008266001,-0.000563101,-0.002434553,0.009896025,0.0017270842672246559,0.00011883040672783683,2
0.002315584,0.004539175,0.009024344,0.022485929,0.012419609,-0.00955408,0.012584123,0.01610096,0.003009271,0.0012790893597109786,0.00035088219732474417,2
0.002929655,0.006462161,-0.008567381,-0.015773409,-0.01048797,0.017726206,-0.012992085,-0.009756314,-0.006932094,0.000962502288008104,0.00047320621546153376,2
0.007996801,0.008066865,0.004352434,0.019930494,0.021304896,-0.001860454,0.001533847,0.018996966,0.01104966,0.0011076872451333368,0.0006001024213959919,2
-0.005590715,-0.002963695,-0.029577647,-0.03885596,-0.0248176,-0.006437219,-0.010120103,-0.026148902,-0.004837023,0.000124970177066714,0.0005050759725300779,1
-0.006518816,-0.011508276,0.002562476,-0.00218104,0.000472222,-0.006101921,-0.001765399,-0.000129804,0.000864074,-0.0007204211253151412,0.0002599765529609134,1
-0.00105307,-0.009724852,0.0,-0.012049252,-0.009820745,-0.013869065,-0.006164046,-0.01052673,-0.013954751,-0.0009385617315863628,2.0268896051363814e-05,1
0.012265455,0.017404655,-0.019879851,-0.011595793,-0.001885015,-0.0034229,-0.023282659,-0.005062892,-0.002388698,-3.637527116452264e-05,8.940062608182957e-06,1
-0.001519732,-0.0098359,-0.001669895,-0.005569842,-0.011240391,-0.02381417,-0.005657236,-0.011370978,-0.007945176,-0.0004287467831766904,-7.859730654881376e-05,1
-0.004539036,-0.001230056,0.003540952,0.012479081,0.00445843,-0.013862056,0.000873993,0.005713551,0.003546083,-0.0009721209749582215,-0.0002573020402307313,1
-0.005617343,-0.008927347,-0.004029952,-0.01167899,-0.007603314,-0.000406925,0.0,-0.010951065,-0.003456886,-0.0014727786274719855,-0.0005003973576790212,1
0.006074147,0.003941595,0.024627968,0.031411443,0.017985189,-0.025844501,-0.000691001,0.020103773,-0.013401351,-0.00091562429648426,-0.0005834427454400798,1
